id,count_of_investments,sum_of_investments,users_age,occupation_normalized,investment_objectives,investment_experience,risk_tolerance,years_investing_illiquid,marital_status,investment_time_horizon,liquid_net_worth,years_investing_securities,income_information_type,Cluster
12502,3,60000.0,51,Medical Professional,Unknown,Unknown,Unknown,Unknown,Married,Unknown,Unknown,Unknown,Unknown,2
12532,5,60000.0,40,Executive,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,1 – 5 years,"$100,001 - $250,000",15 - 20 years,individual,9
12535,25,330019.93,40,Corporate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$250,001 - $500,000",5 - 10 years,joint,8
12535,25,330019.93,40,Corporate,Unknown,Unknown,Unknown,Unknown,Married,Unknown,Unknown,Unknown,Unknown,2
12545,7,105000.0,47,Corporate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$500,001 - $1,000,000",> 20 years,joint,6
12555,13,285000.0,50,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Single,5 – 10 years,"$1,000,001 - $2,500,000",15 - 20 years,individual,0
12555,13,285000.0,50,Science & Engineering,Unknown,Unknown,Unknown,Unknown,Single,Unknown,Unknown,Unknown,Unknown,2
12559,1,10000.0,36,Medical Professional,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,5 – 10 years,"$500,001 - $1,000,000",1 - 5 years,individual,1
12576,7,110000.0,39,Entrepreneur/Investor,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$250,001 - $500,000",1 - 5 years,individual,7
12579,1,10000.0,52,Financial Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,> 20 years,Married,5 – 10 years,"$1,000,001 - $2,500,000",> 20 years,individual,6
12587,2,100000.0,44,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,10 – 20 years,"$100,001 - $250,000",15 - 20 years,individual,0
12587,2,100000.0,44,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,10 – 20 years,"$100,001 - $250,000",15 - 20 years,individual,0
12612,3,50000.0,47,Corporate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$100,001 - $250,000",1 - 5 years,individual,4
12613,3,75000.0,60,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,< 1 year,"< $100,000",10 - 15 years,joint,3
12621,1,20000.0,63,Asset Management,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,5 – 10 years,"$2,500,001 - $10,000,000",> 20 years,Unknown,6
12622,1,50000.0,55,Asset Management,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,> 20 years,Married,5 – 10 years,"$1,000,001 - $2,500,000",> 20 years,joint,6
12622,1,50000.0,55,Asset Management,Unknown,Unknown,Unknown,Unknown,Married,Unknown,Unknown,Unknown,Unknown,2
12643,1,15000.0,30,Consulting,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Single,1 – 5 years,"$250,001 - $500,000",5 - 10 years,individual,8
12651,1,25000.0,38,Corporate,Speculation: You are focused solely on achieving the highest possible overall returns and you recognize and are able to bear the full risk of loss of some or all principal in such investments.,2=moderate,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Single,5 – 10 years,"$500,001 - $1,000,000",5 - 10 years,individual,10
12661,1,15000.0,45,Corporate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,5 – 10 years,"$100,001 - $250,000",15 - 20 years,joint,6
12690,22,795119.57,49,Corporate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,5 – 10 years,"$1,000,001 - $2,500,000",5 - 10 years,individual,6
12695,2,30000.0,39,Real Estate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,5 – 10 years,"$100,001 - $250,000",1 - 5 years,joint,0
12697,5,335000.0,37,Corporate,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",4=professional,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,1 – 5 years,"$250,001 - $500,000",5 - 10 years,individual,8
12710,9,210000.0,56,Corporate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,1 – 5 years,"$1,000,001 - $2,500,000",> 20 years,individual,6
12710,9,210000.0,56,Corporate,Unknown,Unknown,Unknown,Unknown,Married,Unknown,Unknown,Unknown,Unknown,2
12718,6,95000.0,35,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"< $100,000",1 - 5 years,individual,9
12774,1,50000.0,53,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,5 – 10 years,"$250,001 - $500,000",15 - 20 years,individual,3
12775,2,20000.0,43,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$100,001 - $250,000",10 - 15 years,joint,0
12784,1,10000.0,39,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,10 – 20 years,"$500,001 - $1,000,000",10 - 15 years,individual,0
12786,3,85000.0,48,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$250,001 - $500,000",15 - 20 years,individual,3
12789,1,25000.0,37,Insurance,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,1 – 5 years,"$500,001 - $1,000,000",1 - 5 years,individual,1
12832,10,295000.0,45,Medical Professional,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,10 – 20 years,"$250,001 - $500,000",15 - 20 years,individual,8
12888,5,85000.0,54,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$250,001 - $500,000",10 - 15 years,Unknown,3
12888,5,85000.0,54,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$100,001 - $250,000",10 - 15 years,joint,0
12914,3,45000.0,51,Corporate,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$250,001 - $500,000",5 - 10 years,individual,8
12915,4,100000.0,39,Executive,Speculation: You are focused solely on achieving the highest possible overall returns and you recognize and are able to bear the full risk of loss of some or all principal in such investments.,4=professional,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$500,001 - $1,000,000",5 - 10 years,individual,8
12919,1,10000.0,62,Consulting,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Divorced,5 – 10 years,"< $100,000",10 - 15 years,individual,3
12924,2,40000.0,38,Financial Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Single,5 – 10 years,"$250,001 - $500,000",5 - 10 years,joint,8
12924,2,40000.0,38,Financial Professional,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Single,5 – 10 years,"$500,001 - $1,000,000",5 - 10 years,joint,10
12924,2,40000.0,38,Financial Professional,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Single,5 – 10 years,"$500,001 - $1,000,000",10 - 15 years,individual,0
12954,7,211250.0,52,Corporate,Speculation: You are focused solely on achieving the highest possible overall returns and you recognize and are able to bear the full risk of loss of some or all principal in such investments.,3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,5 – 10 years,"$100,001 - $250,000",10 - 15 years,Unknown,0
12954,7,211250.0,52,Corporate,Speculation: You are focused solely on achieving the highest possible overall returns and you recognize and are able to bear the full risk of loss of some or all principal in such investments.,3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,5 – 10 years,"$250,001 - $500,000",10 - 15 years,joint,3
12960,4,70000.0,39,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$100,001 - $250,000",1 - 5 years,individual,4
12969,2,110000.0,62,Real Estate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,1 – 5 years,"$1,000,001 - $2,500,000",10 - 15 years,joint,6
12969,2,110000.0,62,Real Estate,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",4=professional,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,> 20 years,Married,5 – 10 years,"$1,000,001 - $2,500,000",> 20 years,Unknown,6
12970,26,345000.0,57,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,10 – 20 years,"$250,001 - $500,000",5 - 10 years,individual,8
12975,1,10000.0,60,Real Estate,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",4=professional,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,> 20 years,Single,1 – 5 years,"$2,500,001 - $10,000,000",> 20 years,individual,0
12981,6,85000.0,36,Medical Professional,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$100,001 - $250,000",1 - 5 years,joint,9
12982,1,10000.0,40,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Unknown,1 – 5 years,"$100,001 - $250,000",1 - 5 years,joint,1
12982,1,10000.0,40,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Unknown,1 - 5 years,Unknown,Unknown,Unknown,1 - 5 years,Unknown,1
12992,6,110000.0,50,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,5 – 10 years,"$500,001 - $1,000,000",15 - 20 years,individual,9
12992,6,110000.0,50,Medical Professional,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,5 – 10 years,"$1,000,001 - $2,500,000",> 20 years,joint,9
12992,6,110000.0,50,Medical Professional,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,5 – 10 years,"$1,000,001 - $2,500,000",> 20 years,individual,9
13005,1,20000.0,67,Science & Engineering,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Divorced,< 1 year,"$100,001 - $250,000",1 - 5 years,individual,5
13005,1,20000.0,67,Science & Engineering,Unknown,Unknown,Unknown,Unknown,Divorced,Unknown,Unknown,Unknown,Unknown,2
13008,1,20000.0,52,Consulting,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,5 – 10 years,"$250,001 - $500,000",15 - 20 years,joint,3
13008,1,20000.0,52,Consulting,Unknown,Unknown,Unknown,Unknown,Married,Unknown,Unknown,Unknown,Unknown,2
13027,1,20000.0,35,Medical Professional,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,5 – 10 years,"$250,001 - $500,000",5 - 10 years,joint,8
13063,4,40000.0,59,Corporate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,15 - 20 years,Married,1 – 5 years,"$500,001 - $1,000,000",> 20 years,individual,6
13066,3,50000.0,48,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,< 1 year,"$100,001 - $250,000",10 - 15 years,individual,0
13067,3,45000.0,30,Other,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Single,1 – 5 years,"$500,001 - $1,000,000",5 - 10 years,individual,10
13067,3,45000.0,30,Other,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Single,1 – 5 years,"$1,000,001 - $2,500,000",5 - 10 years,individual,6
13083,12,190000.0,63,Entrepreneur/Investor,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,1 – 5 years,"$500,001 - $1,000,000",15 - 20 years,individual,6
13083,12,190000.0,63,Entrepreneur/Investor,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,1 – 5 years,"$500,001 - $1,000,000",15 - 20 years,Unknown,6
13107,2,40000.0,34,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Single,10 – 20 years,"$100,001 - $250,000",1 - 5 years,individual,1
13127,1,15000.0,42,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$100,001 - $250,000",1 - 5 years,Unknown,1
13163,1,150000.0,48,Science & Engineering,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Single,5 – 10 years,"$500,001 - $1,000,000",15 - 20 years,individual,0
13189,3,60000.0,45,Corporate,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$250,001 - $500,000",5 - 10 years,individual,8
13192,4,163750.0,58,Retired,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,> 20 years,Unknown,5 – 10 years,"$10,000,000 +",> 20 years,joint,6
13192,4,163750.0,58,Retired,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Unknown,15 - 20 years,Unknown,Unknown,Unknown,> 20 years,Unknown,2
13210,1,10000.0,72,Consulting,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,1 – 5 years,"$500,001 - $1,000,000",> 20 years,individual,0
13210,1,10000.0,72,Consulting,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,1 – 5 years,"$500,001 - $1,000,000",> 20 years,Unknown,0
13210,1,10000.0,72,Consulting,Unknown,Unknown,Unknown,Unknown,Married,Unknown,Unknown,Unknown,Unknown,2
13236,8,120000.0,54,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Separated,5 – 10 years,"$1,000,001 - $2,500,000",5 - 10 years,individual,8
13236,8,120000.0,54,Medical Professional,Unknown,Unknown,Unknown,Unknown,Separated,Unknown,Unknown,Unknown,Unknown,2
13248,2,20000.0,36,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Unknown,1 – 5 years,"$100,001 - $250,000",1 - 5 years,individual,5
13248,2,20000.0,36,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Unknown,1 - 5 years,Unknown,Unknown,Unknown,1 - 5 years,Unknown,5
13252,15,270000.0,30,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Single,1 – 5 years,"$100,001 - $250,000",1 - 5 years,individual,9
13285,1,10000.0,42,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,10 – 20 years,"$100,001 - $250,000",5 - 10 years,joint,10
13289,12,150000.0,55,Corporate,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,5 – 10 years,"$500,001 - $1,000,000",> 20 years,joint,6
13289,12,150000.0,55,Corporate,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,10 – 20 years,"$500,001 - $1,000,000",> 20 years,Unknown,6
13318,1,10000.0,58,Retired,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Low (Risk Averse): I am willing to accept little to no risk or the potential of loss of capital.,1 - 5 years,Married,10 – 20 years,"$1,000,001 - $2,500,000",> 20 years,joint,6
13318,1,10000.0,58,Retired,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Low (Risk Averse): I am willing to accept little to no risk or the potential of loss of capital.,1 - 5 years,Married,10 – 20 years,"$1,000,001 - $2,500,000",> 20 years,joint,6
13319,3,50000.0,43,Asset Management,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",4=professional,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,1 – 5 years,"$500,001 - $1,000,000",15 - 20 years,joint,0
13324,1,20000.0,40,Entrepreneur/Investor,Speculation: You are focused solely on achieving the highest possible overall returns and you recognize and are able to bear the full risk of loss of some or all principal in such investments.,3=extensive,Low (Risk Averse): I am willing to accept little to no risk or the potential of loss of capital.,10 - 15 years,Married,1 – 5 years,"$1,000,001 - $2,500,000",10 - 15 years,individual,6
13325,1,50000.0,48,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Divorced,1 – 5 years,"$500,001 - $1,000,000",1 - 5 years,individual,5
13327,3,70000.0,36,Asset Management,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",4=professional,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,1 – 5 years,"$100,001 - $250,000",10 - 15 years,individual,0
